店家名,店家名(英),地區,縣市,地址,緯度,經度,連結,營業時間(起),營業時間(迄),入住時間(起),入住時間(迄),退房時間(起),退房時間(迄),交通建議
大姆灣民宿旅棧, Tamo'wan,東部地區,台東縣,台東縣東河鄉都蘭村舊廍路47鄰14-9號,22.8821197,121.2392798,https://www.facebook.com/profile.php?id=100064192771317,00:00,23:59,15:00,null,null,00:00,"1.從台東火車站→公車8103經台東大橋成功總站→(38個停靠站)都橋→ 大姆灣民宿旅棧 Tamo'wan
2.從台東火車站車程約33分鐘"
東河海王子民宿,Ocean Prince Surf Hostel,東部地區,台東縣,台東縣東河鄉東河村北東河路117號,22.97363225,121.3057413,https://www.facebook.com/oceanprince117/?locale=zh_TW,00:00,23:59,15:00,null,null,11:00,"1.從台東火車站→公車8103經台東大橋成功總站→(62個停靠站)東河橋→  東河海王子民宿
2.從台東火車站車程約45分鐘"
都蘭城民宿,Dulan City B&B,東部地區,台東縣,959台東縣東河鄉都蘭村256-3號,22.8759112,121.2281941,http://tdbnb.net/dulancity/about.htm,null,null,15:00,null,null,11:00," 由花蓮往台東方向：
  沿台十一省道 → 過派出所後見拱門右轉 → 台東都蘭城民宿
 由台東往東河方向：
  沿台十一省道 → 見東河鄉農會左轉 → 台東都蘭城民宿"
山海都藍,null,東部地區,台東縣,959台東縣東河鄉34 號,22.89628343,121.2428296,https://www.facebook.com/stanleycampDOULAN/?locale=zh_TW,07:00,21:00,15:00,21:00,null,12:00,"1.從台東火車站→公車8103經台東大橋成功總站→(42個停靠站)興昌→ 山海都藍
2.從台東火車站車程約35分鐘"
都蘭紅瓦厝民宿,Dulan Red House Homestay B&B,東部地區,台東縣,959台東縣東河鄉都蘭村18鄰57之3號,22.87388316,121.2234443,https://e78945612313.wixsite.com/red-house,09:00,22:00,15:00,null,null,11:00,"1.從台東火車站→公車8103經台東大橋成功總站→(36個停靠站)都藍B→ 都蘭紅瓦厝民宿
2.從台東火車站車程約30分鐘"
金地亞哥民宿,Jin Di Ya Ge,東部地區,台東縣,95942台東縣東河鄉七里橋20號,22.94990495,121.2811265,https://www.facebook.com/golden134.5k/,09:00,21:00,16:00,18:00,null,11:00,"1.從台東火車站→公車8103經台東大橋成功總站→(53個停靠站)金樽休憩站→ 金地亞哥民宿
2.從台東火車站車程約45分鐘"
晨天長光,Chentien Changkuang Homestay,東部地區,台東縣,962台東縣長濱鄉122號 ,23.33013181,121.4621537,https://www.facebook.com/profile.php?id=100063902535548,00:00,23:59,15:30,23:00,05:00,10:00,"1.從台東火車站→8103經台東大橋成功總站→(97個停靠站)成功市場→1145花蓮轉運站→(25個停靠站)長光→ 晨天長光
2.從台東火車站車程約1小時33分鐘"
小阿姨野花,灰黑橘黃民宿,東部地區,台東縣,台東縣長濱鄉長濱村長光178之3號,23.32840811,121.4637865,https://www.facebook.com/yy705641/,09:00,20:00,15:00,22:00,03:00,11:00,"1.從台東火車站→8103經台東大橋成功總站→(97個停靠站)成功市場→1145花蓮轉運站→(25個停靠站)長光→  小阿姨野花
2.從台東火車站車程約1小時28分鐘"
灰黑橘黃民宿,Energycolor,東部地區,台東縣,962台東縣長濱鄉,23.35015369,121.4681712,https://color4.tw/,10:00,22:00,15:00,21:00,null,11:00,"自行開車：
1.請沿著花蓮往台東方向的『台11線』海岸公路，在路標81.7公里處向海邊望去，即可看到建築物。
大眾運輸：
1.【花蓮出發】→在花蓮火車站可搭乘花蓮客運，往成功或台東方向行駛，於三間站下車，再往南行走約十分鐘（81.7K處）即可抵達。
2.【台東出發】→在台東搭乘往花蓮或靜浦方向的鼎東客運，於三間站下車，再往南行走約十分鐘（81.7K處）即可抵達。"
棕萊民宿（在地人自營）,null,東部地區,台東縣,台東縣長濱鄉962 黎 頭 針 9 鄰 3 之 6 號,23.32793627,121.44158,https://www.facebook.com/love0919558791/?locale=zh_TW,null,null,15:00,null,null,11:00,"1.從台東火車站→8103經台東大橋成功總站→(97個停靠站)成功市場→1145花蓮轉運站→(23個停靠站)長濱分駐所→棕萊民宿（在地人自營
2.從台東火車站車程約1小時30分鐘"
綠島涵館TUBE18,Tube18,外島/離島地區,台東縣,951台東縣綠島鄉南寮村龜灣32-1號,22.64711723,121.4760166,https://tube18.tw/,null,null,15:00,23:30,08:00,10:00,"◆台東航空站 ↔ 綠島航空站 (約15分)
於台東航空站搭 19 人座的小型飛機，前往綠島約 15 分即可抵達。
-由於機位少容易客滿，請儘早預約，並於起飛前 30 分鐘到達機場劃位。
-涵館有提供免費綠島機場接送服務。
◆台東富岡漁港 ↔ 綠島南寮漁港 (約50分)
從台東航空站或台東火車站可搭乘普悠瑪客運或計程車到富岡漁港，車程時間約 25-30 分。
-計程車：從台東-火車站搭計程車一趟約 300 元，較好掌握時間。
-普悠瑪客運：車資約 25 元，須注意搭配船班時間。
-乘客須在登船前 30 分鐘，至候船室購買及辦理取票手續。
-涵館有提供免費綠島碼頭行李接送服務。
-涵館有提供代訂來回船票及機車租借服務。"
綠島熱浪潛水中心,null,外島/離島地區,台東縣,951台東縣綠島鄉216之1號,22.67430547,121.4774551,https://www.facebook.com/VenusDiveCenter/?locale=zh_TW,08:00,17:00,15:00,null,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→步行(約40分鐘)/租車→綠島熱浪潛水中心
CoolDiving Hostel｜背包輕旅｜潛水課程｜活動行程｜,CoolDiving Hoste,外島/離島地區,台東縣,951台東縣綠島鄉中寮52-2號,22.6730017,121.472694,https://www.google.com/search?q=CoolDiving+Hostel%EF%BD%9C%E8%83%8C%E5%8C%85%E8%BC%95%E6%97%85%EF%BD%9C%E6%BD%9B%E6%B0%B4%E8%AA%B2%E7%A8%8B%EF%BD%9C%E6%B4%BB%E5%8B%95%E8%A1%8C%E7%A8%8B%EF%BD%9C&rlz=1C1CHZL_zh-TWTW914TW914&oq=CoolDiving+Hostel%EF%BD%9C%E8%,null,null,14:00,18:00,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→步行(約35分鐘)/租車→ CoolDiving Hostel｜背包輕旅｜潛水課程｜活動行程｜
好朋友潛水渡假旅宿,Goodfriend Dive B&B,外島/離島地區,台東縣,951台東縣綠島鄉柴口62-26號,22.67681525,121.4837073,https://hhowchou.wordpress.com/,00:00,23:59,15:00,null,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→租車→ 好朋友潛水渡假旅宿
火燒島潛水度假中心,null,外島/離島地區,台東縣,951台東縣綠島鄉南寮村239-1號,22.67298294,121.4682,https://chacersjoe.wixsite.com/fireisland,00:00,23:59,13:00,17:00,10:00,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→ 火燒島潛水度假中心
台灣潛水 綠島店, Green Island Dive,外島/離島地區,台東縣,951台東縣綠島鄉一零三之一號,22.67693404,121.4873417,https://www.greenisland-dive.com/,08:00,18:00,14:00,18:00,08:00,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→台灣潛水 綠島店
浪漫潛水,null,外島/離島地區,台東縣,95142台東縣綠島鄉951柴口168號,22.67747477,121.4853451,https://www.joindiving.com.tw/h/Index?key=656715000196,08:00,23:59,null,null,null,null,台東富岡漁港→搭船→綠島南寮漁港→租車→浪漫潛水
藍洋潛水訓練中心,Blue Ocean SCUBA Center,外島/離島地區,台東縣,952台東縣蘭嶼鄉295之2號,22.05835564,121.5095708,http://www.blueocean-lanyu.tw/,07:30,18:00,15:00,18:00,null,10:00,台東富岡漁港→搭船→蘭嶼開元漁港→步行(約2分鐘)/租車→ 藍洋潛水訓練中心 Blue Ocean SCUBA Center
綠島海角樂園水上活動中心,Diving Center,外島/離島地區,台東縣,台東縣綠島鄉南寮村39號,22.66578038,121.471146,https://www.facebook.com/oceancape/?locale=zh_TW,08:00,19:00,null,null,null,null,台東富岡漁港→搭船→綠島南寮漁港→租車→綠島海角樂園水上活動中心
聯慶愛潛水 ,Green Island Scuba Diving,外島/離島地區,台東縣,951台東縣綠島鄉漁港 路2-6 號,22.65769772,121.4753426,https://www.facebook.com/GreenIslandScubaDiving/?locale=zh_TW,08:00,17:00,14:00,null,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→步行(約3分鐘)/租車→聯慶愛潛水 
私家潛水旅宿,null,外島/離島地區,台東縣,951台東縣綠島鄉公館村公館村柴口26-2號,22.67402253,121.4783265,https://www.facebook.com/SHomeHostel/,08:00,22:00,14:00,22:00,null,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→私家潛水旅宿
綠島極光潛水,JIGUANG DIVE,外島/離島地區,台東縣,951台東縣綠島鄉39號,22.67443586,121.479176,http://www.jiguangdive.com/,00:00,23:59,15:00,null,null,11:00,"1.開車的旅客請至『台東富岡漁港』，富岡漁港內設有免費停車位,或私人停車場寄車。
2.搭乘火車的遊客請至『台東站』下車，再搭乘計程車或客運於富岡漁港下車，「普悠瑪巴士」可直達售票處，「鼎東客運」於富岡漁港外下車，再步行10分鐘可達售票處。"
海子・Ocean Rover 綠島潛水旅宿,Ocean Rover ,外島/離島地區,台東縣,951台東縣綠島鄉柴口105-1號,22.67685576,121.4875775,https://www.facebook.com/oceanrover.taiwan/?paipv=0&eav=AfYer0xmzFUOybzwMqRS1ihvav6-GxpGuZVcLLZ7tAKQFr5_GisF4U-3alLsT15iiks&_rdr,00:00,23:59,15:00,null,null,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→海子・Ocean Rover 綠島潛水旅宿
"Oceanian 綠島自由潛水背包客棧 Green island,Taiwan",Oceanian ,外島/離島地區,台東縣, 951台東縣綠島鄉柴口79-1 ,22.67705704,121.4862079,https://www.oceaniangreenisland.com/,09:00,20:00,15:00,null,null,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→Oceanian 綠島自由潛水背包客棧
島潛,Islands Dive,外島/離島地區,台東縣,951台東縣綠島鄉南寮漁港15-6號  ,22.66216338,121.4734545,https://www.taiwanislandsdive.com/,08:00,17:00,15:00,18:00,null,11:00,台東富岡漁港→搭船→綠島南寮漁港→步行(約11分鐘)/租車→島潛。Islands Dive
Goods dive,Goods dive,外島/離島地區,台東縣,951台東縣綠島鄉52之51,22.67112564,121.4731656,https://www.google.com/search?q=Goods+dive+&rlz=1C1CHZL_zh-TWTW914TW914&sxsrf=AB5stBhmtCW3iF2XLnX3j5e4M3hbRxhGNA%3A1690266705892&ei=UWy_ZPeGNsjU1e8P47OQuAQ&ved=0ahUKEwi389GUnqmAAxVIavUHHeMZBEcQ4dUDCA8&uact=5&oq=Goods+dive+&gs_lp=Egxnd3Mtd2l6LXNlcnAiC0dvb2,07:30,19:30,14:00,22:00,null,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→Goods dive
水青潛水旅宿,Water Blue,外島/離島地區,台東縣,951台東縣綠島鄉漁港16-2號,22.66256666,121.4734194,https://www.google.com/search?q=%E6%B0%B4%E9%9D%92%E6%BD%9B%E6%B0%B4%E6%97%85%E5%AE%BF&rlz=1C1CHZL_zh-TWTW914TW914&oq=%E6%B0%B4%E9%9D%92%E6%BD%9B%E6%B0%B4%E6%97%85%E5%AE%BF&aqs=chrome..69i57j46i175i199i512i664j69i59j0i30.180j0j4&sourceid=chrome&ie=UTF-8,07:00,23:00,15:00,18:00,08:00,10:00,台東富岡漁港→搭船→綠島南寮漁港→步行(約11分鐘)/租車→水青潛水旅宿
綠島·潛界 ,Diving Unlimited,外島/離島地區,台東縣,951台東縣綠島鄉漁港1-60號,22.6551215,121.4750775,https://www.instagram.com/bigbear0918/,08:00,18:00,null,null,null,null,台東富岡漁港→搭船→綠島南寮漁港→步行(約4分鐘)/租車→ 綠島·潛界 Diving Unlimited
安全停留潛水中心,null,外島/離島地區,台東縣,951台東縣綠島鄉環島公路15-3號,22.65955399,121.4753885,https://www.safetystopdiver.net/2748936814-welcome.html,09:00,18:00,null,null,null,null,台東富岡漁港→搭船→綠島南寮漁港→步行(約7分鐘)/租車→安全停留潛水中心
綠島野蠻紮實潛水社,Just Wild Dive Center,外島/離島地區,台東縣,951303台東縣綠島鄉公舘1之10號,22.67683566,121.4892855,https://www.facebook.com/people/%E7%B6%A0%E5%B3%B6%E9%87%8E%E8%A0%BB%E7%B4%AE%E5%AF%A6%E6%BD%9B%E6%B0%B4%E7%A4%BE/100064759667980/?paipv=0&eav=AfZJSFDyHeVtHl_u5IiG6Vr5Tf-J4v4gqiNtY7tKOxSoKmbnEddgAXQm0uIm7dtFqnY&_rdr,08:00,20:00,14:00,22:00,04:00,10:00,台東富岡漁港→搭船→綠島南寮漁港→租車→綠島野蠻紮實潛水社
綠島-飛航模室潛水旅宿 ,Green lsland Airplane mode Hostel,外島/離島地區,台東縣,951台東縣綠島鄉南寮205-1號,22.67152587,121.4675795,https://www.airplane-mode-hostel.com/,00:00,23:59,15:00,null,null,11:00,台東富岡漁港→搭船→綠島南寮漁港→租車→綠島-飛航模室潛水旅宿 
綠島 海遇潛水,Seagather,外島/離島地區,台東縣,951台東縣綠島鄉221號,22.6742334,121.4746542,https://2022seagather.weebly.com/,08:00,22:00,14:00,null,null,10:00,"【搭船】
前往富岡漁港：自行開車至富岡漁港停車場。
由臺東航空站、火車站出發，可搭乘台灣好行、鼎東客運或計程車去富岡漁港搭船。
計程車：一趟約250～300元，上車前務必先詢問價格，下車前記得索取司機名片，回程時即可電話叫車。
航海時間：
臺東富岡漁港 ←→ 綠島南寮漁港 50分鐘
臺東富岡漁港 ←→ 蘭嶼開元漁港 120分鐘
墾丁後壁湖 ←→ 蘭嶼開元漁港
【150分鐘搭飛機】
於臺東航空站搭乘19人座小型飛機，約15分鐘即可抵達綠島。
飛行時間：
臺東航空站 (TTT) ←→ 蘭嶼航空站 (KYD) 25分鐘
臺東航空站 (TTT) ←→ 綠島航空站 (GNI) 15分鐘"
Koh ocean · 嶼海 綠島自由潛水旅宿,Koh ocean,外島/離島地區,台東縣,951台東縣綠島鄉16號,22.67561686,121.4903798,https://www.kohocean.com/,08:00,21:00,null,null,null,null,台東富岡漁港→搭船→綠島南寮漁港→租車→Koh ocean · 嶼海 綠島自由潛水旅宿
綠島海灣會館,Green islandBay Resort,外島/離島地區,台東縣,951台東縣綠島鄉漁港路10之5號,22.66106982,121.4744906,https://www.gibresort.com/,00:00,23:59,14:00,22:00,09:00,11:00,"火車：搭乘台鐵南迴或北迴鐵路→台東火車站。
從台東火車站到富岡漁港
可搭計程車，費用約300元
從富岡碼頭搭船至綠島碼頭"
綠島微風潛水度假中心,Green island Breeze Homestay,外島/離島地區,台東縣,台東縣綠島南寮村漁港1-58號號,22.6553435,121.4752,http://sonychris.ludao.tw/index.html,08:00,22:00,14:00,null,null,10:00,"【搭船】
前往富岡漁港：自行開車至富岡漁港停車場。
由臺東航空站、火車站出發，可搭乘台灣好行、鼎東客運或計程車去富岡漁港搭船。
計程車：一趟約250～300元，上車前務必先詢問價格，下車前記得索取司機名片，回程時即可電話叫車。
航海時間：
臺東富岡漁港 ←→ 綠島南寮漁港 50分鐘
臺東富岡漁港 ←→ 蘭嶼開元漁港 120分鐘
墾丁後壁湖 ←→ 蘭嶼開元漁港 150分鐘
【搭飛機】
於臺東航空站搭乘19人座小型飛機，約15分鐘即可抵達綠島。
飛行時間：
臺東航空站 (TTT) ←→ 蘭嶼航空站 (KYD) 25分鐘
臺東航空站 (TTT) ←→ 綠島航空站 (GNI) 15分鐘"
佈拉咖潛旅,Green Island ,外島/離島地區,台東縣,951台東縣綠島鄉中寮54-3號,22.6732155,121.4732324,https://www.facebook.com/profile.php?id=100064273202396&locale=zh_TW,null,null,14:00,null,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→租車→佈拉咖潛旅
綠島玉米-潛水住宿,Diveholix Homestay,外島/離島地區,台東縣,951台東縣綠島鄉南寮17號,22.6652242,121.4716,https://cornhom.wixsite.com/diveholix,08:00,20:00,15:00,18:00,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→租車→綠島玉米-潛水住宿
海島旅人, Diving Hostel,外島/離島地區,台東縣,951台東縣綠島鄉漁港路11號,22.66125749,121.4743447,https://0965318813.ego.tw/#menu,00:00,23:59,15:00,null,null,10:00,"搭船：
(1)開車的旅客請至『台東富岡漁港』，富岡漁港內設有免費停車位。
(2)搭乘火車的遊客請至『台東站』下車，再轉搭乘計程車或客運<<普悠瑪客運.台灣好行.鼎東客運>>至富岡漁港，於富岡漁港外下車，再步行10分鐘可達候船室。
飛機：『台東→綠島』、『綠島→台東』、『台東→蘭嶼』、『蘭嶼→台東』往返的航線，現由德安航空公司經營。"
綠島快樂潛水民宿,Happy Dive B&B,外島/離島地區,台東縣,95141台東縣綠島鄉南寮村一鄰南寮19號,22.66496176,121.471285,https://www.facebook.com/happydivingbnb/,09:00,22:00,15:00,null,null,10:00,台東富岡漁港→搭船→綠島南寮漁港→租車→綠島快樂潛水民宿
月光城堡潛水中心,Mooncastle Dive Center,外島/離島地區,台東縣,951台東縣綠島鄉漁港121號,22.65648565,121.4752591,http://mooncastle.ludao.tw/,null,null,14:00,22:00,null,10:00,"搭船：
1.前往富岡漁港，自行開車至富岡漁港停車場。
2.由臺東航空站、火車站出發，可搭乘台灣好行、鼎東客運或計程車去富岡漁港搭船。
"
過日子民宿&綠島阿禧潛水俱樂部,null,外島/離島地區,台東縣,951台東縣綠島鄉柴口55-1號,22.67466231,121.4805882,http://ahsilife.okgo.tw/,00:00,23:59,15:00,21:00,07:00,10:00,"搭船：
1.開車的旅客請至『台東富岡漁港』，富岡漁港內設有免費停車位。
2.搭乘火車的遊客請至『台東站』下車，再搭乘計程車或客運於富岡漁港下車，「花蓮客運」可直達候船室，「鼎東客運」於富岡漁港外下車，再步行10分鐘可達候船室。"
