關鍵字,回應
柴口,"介紹：\n
柴口浮潛區是綠島三大潛水區中最北端的一處潛點。以壯觀的石珊瑚著名，海水變化具有層次感且潮間帶生物豐富，且因其地理位置為避風面，是每年6-8月西南風吹臨綠島時的最佳潛點。\n

注意事項：\n
1.須注意水深的變化\n
2.請勿攜帶海洋生物回家\n
3.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
公館鼻,"介紹：\n
因其地形的高低落差形成奇特的海底景觀，可觀察到許多成群的小魚、海扇、海百合、棘穗軟珊瑚、海鞭等，而此處還有著名的海蝕溝和洞穴，可讓潛水者在此海域探險。\n

注意事項：\n
1.須注意地形的高低變化\n
2.不輕易觸碰任何不明之海洋生物"
將軍岩,"介紹：\n
位於公館港旁的將軍岩，有著名的「小丑漁村」坐落於此，且在此處可觀賞到許多獨特的海蛞蝓以及綠島著名的紙片海馬，運氣好時還能看到海龜的身影，喜歡拍照的潛水者絕對不可錯過此潛點。\n

注意事項：\n
1.入水時禁止從航道與港口下水\n
2.因潛水船會在附近潛水，須注意與潛水船的距離避免發生危險。\n
3.請勿攜帶海洋生物回家"
豆丁礁,"介紹：\n
無\n

注意事項：\n
無\n"
一線天,"介紹：\n
一線天位於公館港外海處，礁石東南側附近有條裂縫，從此裂縫望向海平面就是著名「一線天景觀」。而此海域深度較深，不同深度有不同的生態景象，因此可以看到許多不同的生物。\n

注意事項：\n
1.此處海流強勁，潛水時須注意安全\n
2.可能會發生湧升流和下降流\n
3.請勿過度的驚擾海中生物"
大峽谷,"介紹：\n
位在公館外海擁有天然的山形景觀，兩側垂直峭壁形成峽谷樣貌。當潛水者穿過峽谷後可看到許多大海扇、成群的金花鱸魚、擬羊魚群等，而此處更有機會遇到大型魚類。\n

注意事項：\n
1.最大深度可達35米\n
2.時常有強流發生，須注意安全\n
3.須注意保暖"
樓門岩,"介紹：\n
樓門岩位在綠島東北角海岸外約三百公尺處，一個遠望似拱門的礁岩，是綠島的兩大奇岩之一。此處可搭遊艇欣賞海上風景也可以往海底探索，欣賞樓門岩峭壁上覆蓋率極高的珊瑚景色以及大大小小的海扇。\n

注意事項：\n
1.請勿攜帶海洋生物回家\n
2.不輕易觸碰任何不明之海洋生物\n
3.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
仙人疊石,"介紹：\n
因形狀似金字塔且一層層依序疊上去而被稱為「仙人疊石」，是小長城和睡美人中間突出的尖石。想到達此處須爬三十分鐘的山路，要從事跳水或潛水活動者建議熟人帶較安全。\n

注意事項：\n
1.注意潮汐的變化\n
2.海邊都是尖銳礁石建議穿厚底的防滑鞋"
柚子湖,"介紹：\n
柚子湖藍洞是一個天然的海蝕洞，有著清澈迷人的湛藍色海水，在這裡可以看到美麗的珊瑚礁和壯麗的海底景色，如果剛好能遇到陽光灑落的時機點，甚至能看到光線在海底形成的奇幻畫面！這裡不僅有絕美的海洋，還有隱藏在山壁上的神秘瀑布，讓潛客在瀑布下戲水的同時感受大自然的魅力～\n

注意事項：\n
1.因路途崎嶇，建議攜帶膠鞋\n
2.這裡人潮較多，建議避開假日前往"
仙掌森林,"介紹：\n
無\n

注意事項：\n
無\n"
大白沙,"介紹：\n
是綠島三大潛水區之一，以珊瑚及貝殼碎屑堆積成的白色沙灘聞名。這裡也是潛水愛好者的天堂，雖然此處海流較強但卻擁有世界級的軟珊瑚景觀，潛水者可以在此看到一整片炫麗的珊瑚海。\n

注意事項：\n
1.最大深度可達30米\n
2.踢水時要格外小心，不要踢到珊瑚\n
3.海底深度變化大，需多留意\n
4.較適合進行水肺潛水"
獨立礁,"介紹：\n
獨立礁位於大白沙步道外海的突出礁石，此區域有四座獨立礁石。礁石上佈滿許多海扇和亮麗的珊瑚，在較淺的礁石區還可觀看到海葵和油彩辣模蝦。\n

注意事項：\n
1.深度大約為18米~31米\n
2.屬強流區須注意\n
3.保持良好中性浮力，不要破壞到海洋生態"
教堂,"介紹：\n
位於馬蹄僑外海，是長時間海浪侵蝕黑色火山岩，而形成似教堂尖聳的屋頂的礁石而得名。當陽光灑落在教堂的洞時會猶如聖光的感覺，加上周圍海浪拍打的聲音，真的非常的震撼。\n

注意事項：\n
1.請勿過度的驚擾海中生物\n
2.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
鋼鐵礁,"介紹：\n
位於綠島西南面在大白沙與龜灣的海域中間，是漁業署投放的人工魚礁。此處總共有四座鋼鐵礁，也因為鋼鐵礁的關係周邊魚兒數量增加了七、八成，已經有超過百種魚類，海底資源豐富。\n

注意事項：\n
1.避免潮流太強當地有設置導引繩\n
2.踢水時要格外小心，不要踢到珊瑚\n
3.不輕易觸碰任何不明之海洋生物"
馬蹄橋,"介紹：\n
馬蹄橋位於綠島的西南海岸，近岸區散佈礁石，淺海區域則有洞穴和拱門等。潛水者可以看到許多熱帶魚穿梭在其中，不僅如此還有許多珊瑚礁覆蓋於礁石上。\n

注意事項：\n
1.此區域海流較強\n
2.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
龜灣鼻,"介紹：\n
龜灣是一處由兩個沿岸流交會的潛點，一道由石朗從北到南的海流，另一道是從烏鬼洞由東向西的海流到達龜灣後，兩道海流匯流到黑潮主流，此處最大的特色在於各式珊瑚完整且數量極多，並且此處經常有海龜出沒。\n

注意事項：\n
1.水深約15~30米\n
2.海象不定且較多礁岩，需注意"
雞仔礁,"介紹：\n
位於龜灣和馬蹄橋之間的外海，因遠望過去像雞頭的外型而稱為雞仔礁。此區域因海流較強有較多洄游魚類且海扇密集度也高，不時可以看到豆丁海馬在此穿梭，這裡也是潛水客必訪景點。\n

注意事項：\n
1.因風浪限制，未必每個季節都可下水\n
2.請勿攜帶海洋生物回家"
海底郵筒,"介紹：\n
海底郵筒位於離海岸約 150 米、水下 6 米左右的海底，除了水肺潛水外，也有頭盔潛水的下水方式可以選擇，推薦潛友在杭灣潛水探索海洋世界時，也順便體驗在海中寄出明信片，自我挑戰之餘還可以傳遞心意給家人或好友。\n

注意事項：\n
1.需購買經過特別防水設計的海底明信片\n
2.明信片每星期會收信兩次"
破沉箱,"介紹：\n
沉箱是水下工程的手法，是混凝土大型立方體，可用於橋墩、大壩等水下作業。在綠島的亞特蘭提斯潛點，沉箱環繞四周，被珊瑚與生物覆蓋，適合自由潛水新手，但水肺潛水員需注意控制深度和呼吸。\n

注意事項：\n
1.請勿過度的驚擾海中生物\n
2.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
大香菇,"介紹：\n
大香菇其實是團塊微孔珊瑚，已經在綠島屹立超過一千年了！在這個珊瑚群裡居住了許多魚類，有蝴蝶魚、海葵魚、刺尾鯛等，潛水者可以在這裡享受被魚群包圍的感覺。\n

注意事項：\n
1.此區域海流較強\n
2.請勿過度的驚擾海中生物\n
3.不輕易觸碰任何不明之海洋生物"
海底十字架,"介紹：\n
十字架在海底約7米深左右，若要到最下面沙地的話，深度大約15米左右，十字架讓人有約定，心心相映的氛圍，是個非常浪漫的潛點，也很適合初學者來玩。\n

注意事項：\n
1.請勿過度的驚擾海中生物\n
2.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
小丑島,"介紹：\n
小丑島之所以叫小丑島，是因為此島為世界上小丑魚密度最高的地方。最美的是此區域為沙地，潛水者可以在躺在沙地上欣賞小丑魚的身影，有時還會看到牛港鰺和蘇眉魚的身影。\n

注意事項：\n
1.請勿攜帶海洋生物回家\n
2.請勿過度的驚擾海中生物"
後花園,"介紹：\n
無\n

注意事項：\n
無"
六米礁,"介紹：\n
因礁體頂端距離水面六米而得此名「六米礁」，平台上有多種魚類，像是雀鯛、金花鱸、鰈魚等，有時運氣好甚至能預見大型洄游生物，鯨鯊也曾在此出現過。\n

注意事項：\n
1.深度約18米\n
2.沿岸流比較強，建議選擇船潛進行活動\n
3.不輕易觸碰任何不明之海洋生物"
斜坡花園,"介紹：\n
無\n

注意事項：\n
無"
機場外礁,"介紹：\n
位於蘭嶼機場西側外海，矗立在三十米深的海底。因此地受北流的黑潮影響，生態相當豐富，佈滿了許多軟珊瑚並且有許多洄游性魚類聚集，也因為其色彩繽紛的景色成為了水攝朋友們的最愛。\n

注意事項：\n
1.不輕易觸碰任何不明之海洋生物\n
2.避免觸碰或破壞珊瑚礁和其他海洋生物，保護海洋環境"
八代灣沉船,"介紹：\n
八代灣沉船是個世界級的潛點，是一艘超大型、而且形體完整的貨輪！船身長滿軟珊瑚和大海扇，各種魚群穿梭其中，是難得一見且非常有特色的潛點。\n

注意事項：\n
1.最大深度約36米\n
2.此處浪大，須注意安全\n
3.此海域海流較強"
蘭恩,"介紹：\n
位於蘭嶼西側的蘭恩文化基金會前方，順著停車場外下走，有一大塊被礁岩包圍的海域，水深約7至9米，岩石中間水深約5米處有一個小拱門，豐富的地行使的這裡成為大受歡迎的拍照打卡景點。\n

注意事項：\n
1.海流不穩定，需小心\n
2.岩石拱門內及後方水流較強，請勿強行穿越"
漁人舊部落港灣,"介紹：\n
漁人舊部落港灣是當地小孩的戲水區，是當地小孩的戲水區，往外游可以進入十多米深的海域，也是當地人常下水抓魚的地區。\n

注意事項：\n
1.飛魚季期間禁止在這潛水\n
2.港灣斜坡濕滑，要特別注意"
椰油斷層,"介紹：\n
位於椰油港口約80公尺，從椰油舊部落灘頭外往外二十二米，原來的緩坡地形會變成陡降波，可以明顯看到斷層的存在，這時就到了椰油斷層的起點，且據說斷層最深到百米。\n

注意事項：\n
1.飛魚季期間禁止在這潛水\n
2.須小心強勁海流\n
3.避免從部落灘頭下水"
開元港藍洞,"介紹：\n
位於開元港外的青蛙石旁，此潛點曾被評選為值得自由潛水員造訪的潛點。是一個T型隧道，光線明亮且寬廣，是一個非常適合潛水者探險的地方。\n

注意事項：\n
1.需先確認船舶進港時間並研擬潛水計劃\n
2.務必攜帶浮球\n
3.須小心強勁海流"
椰油浮潛區,"介紹：\n
椰油浮潛區位於蘭嶼西側，因其地理位置而形成了天然的避風港，非常適合東北季風強勁的時節。潛水者一下水就可以看到珊瑚和小丑魚等，天氣好的時候魚的種類會更加豐富。\n

注意事項：\n
1.深度約10米\n
2.不輕易觸碰任何不明之海洋生物"
玉女岩,"介紹：\n
位於蘭嶼北面，此海域能見度佳。下水後便可以看到一片美麗的硬珊瑚礁群，礁岩底下還生長了許許多多的烸扇，魚群聚集在此覓食，運氣好時甚至可以目擊數量稀少的大型隆頭鸚哥魚。\n

注意事項：\n
1.請勿攜帶海洋生物回家\n
2.請勿過度的驚擾海中生物"
朗島秘境,"介紹：\n
非常好找的一個潛點，就在朗島教會斜對面。此潛點水質清澈且夠深，所以不只是潛水的天堂也是跳水的天堂，最特別的是此處是唯一條天然海蝕溝侵蝕而成的戲水池，非常的壯觀。\n

注意事項：\n
1.須注意保暖\n
2.因水較深，不適合單純玩水的遊客"
母雞岩外礁,"介紹：\n
是蘭嶼著名的浮淺地點，夏天是此處的旺季。此海域珊瑚覆蓋率非常高是發達的珊瑚礁地形，礁上遍布珊瑚和熱帶魚，潛水者若要來此建議可找當地的潛導，因為此處較難尋找。\n

注意事項：\n
1.注意潮汐的變化\n
2.請注意並非任何地點都能下海\n
3.務必攜帶浮球"
雙獅岩,"介紹：\n
雙獅岩位於東北角，其形成原因是火山活動中噴出熔岩冷卻而成，形狀似公獅和母獅對望而得此名。此處海域較適合夏季來訪但流向較亂偶爾有強流來襲，需要特別小心。\n

注意事項：\n
1.須小心強勁海流\n
2.請勿過度的驚擾海中生物"
雙獅天井,"介紹：\n
此地是藏在雙獅岩的兩獅之間，來天井最合適的時間是中午，當陽光從天井灑落時真的相當壯觀。當潛水者下潛到大約十六米時，還能隱隱約約看到住在洞穴魚群的影子。\n

注意事項：\n
1.因為洞內狹窄，所以較有挑戰性\n
2.注意潮差"
東清七號地小涼亭,"介紹：\n
在東清村北側小涼亭前的內凹海灣，是一處適合夏季浮潛與自潛教學的海域，深度可達十多米，流速不強，如果覺得母雞岩人太多，那麼多騎十分鐘車程，就可以到這個較幽靜的潛點。\n

注意事項：\n
1.請勿往外游超過灣口太多，容易碰上強勁海流\n
2.海邊礁岩銳利，上下岸須小心"
情人洞,"介紹：\n
情人洞是受海浪侵蝕而成的天然海蝕洞。其底下的海域風景壯觀，兩側垂直的峭壁深入海底，讓潛水者彷彿身在峽谷中，但因此潛點非常隱密，所以也比較少人造訪。\n

注意事項：\n
1.洞內水深16-22米\n
2.不建議獨自下此點"
核廢料儲存場潮池,"介紹：\n
在核廢料儲存場外有兩個小潮池，在退潮時會與外面的海水隔開，同時也是一個熱門浮潛點，雖然只是個看似不起眼的潮池，但是裡面的生態卻不可小覷，此外，池底六米深處還有洞穴相連，是一個適合親子的潛點。\n

注意事項：\n
1.退潮時去較好\n
2.淺水處很多珊瑚，請勿穿蛙鞋及干擾浮潛"
